id;species;category;light;difficulty;humidity;temperature;toxicity;cycle;waterSummer;waterWinter;fertilizeFreq;repotFreq;sowingMonths;plantingMonths;harvestMonths;repottingMonths;pruningMonths;winteringMonths;soilInfo;pruningInfo
447;Kaki;vegetable;direct;easy;medium;hardy;none;perennial;10;0;365;0;;;;11,3;12, 1, 2;;Profond.;Fruits oranges qui restent sur l'arbre après la chute des feuilles en hiver.
448;Amandier;vegetable;direct;medium;low;semiHardy;none;perennial;5;0;365;0;;;;11;7, 8;;Calcaire et sec.;Le premier fruitier à fleurir (février). Sensible au gel tardif.
449;Saule Crevette;outdoor;partial;medium;high;veryHardy;none;perennial;20;5;0;0;;;;11,3;2,3;;Humide.;Jeunes pousses roses et blanches magnifiques. A besoin de beaucoup d'eau.
450;Cerisier du Japon;outdoor;direct;easy;medium;veryHardy;none;perennial;10;0;0;0;;;;11;11,12;;Ordinaire.;Ne donne pas de fruits, mais une floraison rose spectaculaire en avril.
451;Prunier Pourpre;outdoor;direct;easy;medium;veryHardy;none;perennial;10;0;0;0;;;;11;11,12;;Tout sol.;Feuillage violet très sombre toute la saison. Petites prunes comestibles.
452;Noisetier Tortueux;outdoor;partial;easy;medium;veryHardy;none;perennial;10;0;0;0;;;;11,3;12;;Ordinaire.;Branches tordues en tire-bouchon, très décoratives en hiver.
453;Sorbier des oiseleurs;outdoor;partial;easy;medium;veryHardy;low;perennial;10;0;0;0;;;;11;11,12;;Frais.;Grappes de baies rouges adorées des oiseaux en automne.
454;Mûrier Platane;outdoor;direct;easy;medium;veryHardy;none;perennial;15;0;0;0;;;;11;11,12;;Ordinaire.;L'arbre d'ombrage par excellence pour les terrasses (forme parasol).
455;Cytise;outdoor;partial;easy;medium;veryHardy;high;perennial;10;0;0;0;;;;11,3;5,6;;Calcaire.;Grappes de fleurs jaunes pendantes. Attention, les graines sont très toxiques.
456;Epicéa;outdoor;direct;easy;medium;veryHardy;none;perennial;10;0;0;0;;;;11,3;11,12;;Frais.;Le sapin classique des forêts. Perd ses aiguilles en séchant.
457;Sapin Bleu;outdoor;direct;easy;medium;veryHardy;none;perennial;10;0;0;0;;;;11,3;11,12;;Drainant.;Aiguilles bleutées très rigides et piquantes.
458;Pin Mugo;outdoor;direct;easy;low;veryHardy;none;perennial;5;0;0;0;;;;10,11,3;11,12;;Rocailleux.;Petit conifère en boule, idéal pour les rocailles.
459;Mélèze;outdoor;direct;easy;medium;veryHardy;none;perennial;10;0;0;0;;;;11;11,12;;Frais.;Le seul conifère d'Europe qui perd ses aiguilles en hiver (elles jaunissent avant).
460;Genévrier Rampant;outdoor;direct;easy;low;veryHardy;low;perennial;5;0;0;0;;;;10,11,3;4,9;;Pauvre et sec.;Couvre-sol persistant increvable pour talus.
461;Faux-Cyprès;outdoor;partial;easy;medium;veryHardy;low;perennial;10;0;0;0;;;;10,11,3;4,9;;Ordinaire.;Souvent utilisé en haie ou en isolé (formes dorées ou bleues).
462;Cryptomeria;outdoor;partial;medium;high;hardy;none;perennial;15;0;0;0;;;;10,11;4,9;;Acide et profond.;Son feuillage devient bronze/rougeâtre en hiver.
463;Feijoa;outdoor;direct;medium;medium;semiHardy;none;perennial;10;0;0;0;;;;3,4;3,4;;Drainant.;Fleurs comestibles et petits fruits verts au goût d'ananas/fraise.
464;Kumquat;outdoor;direct;medium;medium;semiHardy;none;perennial;15;5;30;24;;;;3,4;3,4;11,12,1,2;Terreau agrumes.;L'agrume le plus rustique. On mange le fruit avec la peau.
465;Chamaerops;outdoor;direct;easy;low;semiHardy;none;perennial;10;0;0;0;;;;4,5;3,4,9;12,1;Sec.;Palmier méditerranéen formant une touffe (plusieurs troncs).
466;Genêt;outdoor;direct;easy;low;veryHardy;low;perennial;0;0;0;0;;;;10,11,3;4,5;;Pauvre et acide.;Explosion de fleurs jaunes. Ne pas tailler le vieux bois (ne repousse pas).
467;Hortensia à feuilles de chêne;outdoor;partial;easy;medium;veryHardy;low;perennial;15;0;0;0;;;;11,3;2,3;;Frais.;Feuilles découpées qui deviennent pourpre en automne. Fleurs coniques blanches.
468;Hortensia Annabelle;outdoor;partial;easy;medium;veryHardy;low;perennial;20;0;0;0;;;;11,3;2,3;;Frais.;Énormes boules blanches. Se taille court chaque printemps (repousse du pied).
469;Viorne à feuilles ridées;outdoor;partial;easy;medium;veryHardy;low;perennial;10;0;0;0;;;;10,11;4;;Ordinaire.;Grosses feuilles persistantes très texturées. Arbuste de fond de massif.
470;Cotoneaster Lacteus;outdoor;partial;easy;medium;veryHardy;low;perennial;5;0;0;0;;;;10,11,3;3,4;;Tout sol.;Arbuste de haie persistante. Grappes de fruits rouges tout l'hiver.
471;Callune;outdoor;direct;easy;medium;veryHardy;none;perennial;10;0;0;0;;;;3,4;4;;Acide et pauvre.;Fleurit en fin d'été (contrairement à l'Erica d'hiver).
472;Perovskia;outdoor;direct;easy;low;veryHardy;none;perennial;5;0;0;0;;;;3,4;3,4;;Sec.;Tiges blanches et fleurs bleues. Remplace la lavande dans les régions froides.
473;Prunellier;outdoor;direct;easy;medium;veryHardy;none;perennial;0;0;0;0;;;;11;11,12;;Tout sol.;Arbuste sauvage pour haie champêtre. Floraison blanche précoce. Fruits (prunelles) pour les oiseaux.
474;Aubépine;outdoor;direct;easy;medium;veryHardy;low;perennial;0;0;0;0;;;;11;11,12;;Tout sol.;Indispensable pour la biodiversité (fleurs et baies). Supporte les tailles sévères.
475;Fusain Panaché;outdoor;partial;easy;medium;veryHardy;low;perennial;5;0;0;0;;;;10,11,3;4,9;;Ordinaire.;Couvre-sol ou grimpant persistant, souvent jaune et vert. Très lumineux.
476;Houx Panaché;outdoor;partial;easy;medium;veryHardy;low;perennial;10;0;0;0;;;;10,11,3;3,9;;Frais.;Feuilles bordées de blanc ou jaune. Baies rouges en hiver.
477;Olivier (En Pot);outdoor;direct;medium;low;frostTender;none;perennial;3;15;30;36;;;;3,4;3,4,9;11,12,1,2;Terreau agrumes ou méditerranéen.;En pot, il est beaucoup plus sensible au froid (racines) et à la soif. Ne jamais laisser de soucoupe pleine d'eau.
478;Olivier (Pleine terre);outdoor;direct;easy;low;semiHardy;none;perennial;15;0;0;0;;;;;3,4,9;;Tout sol drainant (craint l'argile humide).;Une fois installé (après 2-3 ans), il devient très résistant à la sécheresse. Tailler pour aérer le centre.
479;Citronnier (En Pot);outdoor;direct;medium;medium;frostTender;low;perennial;2;10;15;24;;;;3,4;3,4;11,12,1,2;Spécial agrumes.;Doit être rentré hors gel l'hiver (véranda, garage lumineux) mais loin du chauffage. Très gourmand en engrais.
480;Citronnier (Pleine terre);outdoor;direct;hard;medium;frostTender;low;perennial;7;0;90;0;;;;;3,4;12,1,2;Non calcaire et drainant.;Réservé aux régions à climat doux (Zone de l'oranger, Côte d'Azur). Craint le gel dès -3°C/-4°C.
481;Laurier Rose (En Pot);outdoor;direct;medium;medium;frostTender;high;perennial;2;15;15;24;;;;3,4;3;11,12,1,2;Riche.;Contrairement à la pleine terre, en pot il boit énormément en été ! S'il a soif, les feuilles jaunissent et tombent.
482;Laurier Rose (Pleine terre);outdoor;direct;easy;medium;semiHardy;high;perennial;15;0;60;0;;;;;3;;Ordinaire.;Très robuste. Supporte le vent et les embruns. Attention, très toxique.
483;Érable du Japon (En Pot);outdoor;partial;medium;high;hardy;none;perennial;3;15;60;36;;;;11,3;11,12;;Terre de bruyère.;Craint terriblement le vent desséchant et le soleil direct sur le pot (racines qui chauffent).
484;Érable du Japon (Pleine terre);outdoor;partial;medium;high;hardy;none;perennial;15;0;0;0;;;;;11,12;;Acide et frais.;Une fois bien installé à mi-ombre, il vit sa vie. Attention aux sols calcaires qui le tuent.
485;Hortensia (En Pot);outdoor;partial;medium;high;hardy;low;perennial;1;10;15;24;;;;3,4;2,3;;Terre de bruyère.;En pot, c'est une diva de l'eau : il fane immédiatement s'il manque d'eau une journée en été.
486;Hortensia (Pleine terre);outdoor;partial;easy;high;veryHardy;low;perennial;7;0;90;0;;;;;2,3;;Acide et frais.;Beaucoup plus autonome en terre. La couleur bleue dépend de l'acidité du sol (ardoise).
487;Bambou (En Pot);outdoor;partial;medium;medium;veryHardy;none;perennial;2;10;30;24;;;;3,4;3,4,9;;Riche et frais.;En pot, le bambou meurt de soif très vite. Il faut l'arroser abondamment, même en hiver s'il ne pleut pas.
488;Bambou (Pleine terre);outdoor;partial;easy;medium;veryHardy;none;perennial;10;0;180;0;;;;;3,4,9;;Tout sol.;ATTENTION : Si c'est un bambou traçant (Phyllostachys), il faut IMPÉRATIVEMENT poser une barrière anti-rhizome, sinon il envahira tout le jardin.
489;Menthe (En Pot);vegetable;partial;easy;medium;veryHardy;none;perennial;2;10;30;12;;;;3,4;5, 8;;Terreau ordinaire.;La meilleure façon de cultiver la menthe. Elle reste sage dans son pot et ne colonise pas le jardin.
490;Menthe (Pleine terre);vegetable;partial;easy;medium;veryHardy;none;perennial;10;0;0;0;;;;;5, 8;;Frais.;ATTENTION : Extrêmement envahissante par ses racines souterraines. À planter dans un seau sans fond enterré pour la limiter.
491;Bougainvillier (En Pot);outdoor;direct;medium;low;frostTender;low;perennial;3;15;15;24;;;;3,4;3,9;11,12,1,2;Drainant.;Doit absolument être rentré en hiver (véranda non chauffée ou pièce fraîche) partout sauf sur la Côte d'Azur.
492;Bougainvillier (Pleine terre);outdoor;direct;easy;low;semiHardy;low;perennial;15;0;90;0;;;;;3,9;;Sec et drainant.;Uniquement pour climats très doux (pas de gel inférieur à -4°C). Devient une liane géante.
493;Lavande (En Pot);outdoor;direct;hard;low;hardy;low;perennial;5;20;0;24;;;;3,4;4,9;;Très drainant (mélanger avec du sable).;Difficile en pot : pourrit s'il y a trop d'eau, sèche s'il n'y en a pas assez. Ne jamais mettre de soucoupe.
494;Lavande (Pleine terre);outdoor;direct;easy;low;veryHardy;low;perennial;0;0;0;0;;;;;4,9;;Pauvre, calcaire et sec.;Increvable une fois installée. Tailler en boule après la floraison.
495;Figuier (En Pot);vegetable;direct;medium;medium;hardy;low;perennial;2;10;30;24;;;;11,3;11, 12, 3;11,12;Riche.;Prendre une variété naine. Demande beaucoup d'eau en été pour faire grossir les figues.
496;Figuier (Pleine terre);vegetable;direct;easy;medium;semiHardy;low;perennial;20;0;0;0;;;;;11, 12, 3;;Tout sol.;Ses racines sont très puissantes, ne pas planter près d'une piscine ou d'une maison.
497;Rosier (Pot);outdoor;direct;medium;medium;hardy;none;perennial;2;10;15;12;;;;11,3;2,3,7,8;;Terreau rosiers.;Souvent vendus fleuris, ils s'épuisent vite. Nécessitent beaucoup d'engrais liquide.
498;Rosier (Pleine terre);outdoor;direct;easy;medium;veryHardy;none;perennial;10;0;90;0;;;;;2,3,7,8;;Argileux.;Beaucoup plus autonome. Un apport de compost au pied en hiver suffit souvent.
499;Camélia (En Pot);outdoor;partial;medium;high;hardy;none;perennial;3;10;30;24;;;;4,5;4,5;;Terre de bruyère.;Arroser uniquement à l'eau de pluie (le calcaire du robinet le tue en pot).
500;Camélia (Pleine terre);outdoor;partial;easy;high;hardy;none;perennial;15;0;0;0;;;;;4,5;;Acide et frais.;Si la terre est naturellement acide (Bretagne), il devient un arbre sans entretien.
501;Tomate;vegetable;direct;medium;medium;frostTender;low;annual;3;0;15;0;2,3,4;5;7,8,9,10;;5, 6, 7, 8;;Riche et profond.;Supprimer les gourmands (tiges à l'aisselle des feuilles). Feuilles toxiques.
502;Courgette;vegetable;direct;easy;medium;frostTender;none;annual;2;0;30;0;4,5;5;6,7,8,9;;6, 7, 8;;Très riche (compost).;Non taillée, mais récolter jeune pour stimuler la production. Attention à l'oïdium.
503;Concombre;vegetable;direct;medium;high;frostTender;none;annual;2;0;15;0;3,4;5;7,8,9;;6, 7, 8;;Riche et frais.;Pincer la tête après 3-4 feuilles. A besoin de beaucoup d'eau mais pas sur les feuilles.
504;Aubergine;vegetable;direct;hard;medium;frostTender;low;annual;3;0;15;0;2,3;5;7,8,9;;5, 6, 7, 8;;Riche.;Demande beaucoup de chaleur. Pincer pour ramifier.
505;Poivron;vegetable;direct;medium;medium;frostTender;low;annual;3;0;15;0;2,3;5;7,8,9;;5, 6, 7, 8;;Riche.;Vert = pas mûr. Rouge/Jaune = mûr et sucré.
506;Haricot Vert;vegetable;direct;easy;medium;frostTender;low;annual;4;0;0;0;5,6,7;;7,8,9;;;;Léger, réchauffé.;Semer quand la terre est chaude (>15°C). Toxique cru.
507;Radis;vegetable;partial;easy;medium;hardy;none;annual;2;0;0;0;3,4,5,6,7,8,9;;4,5,6,7,8,9,10;;;;Léger.;Arroser régulièrement sinon ils deviennent piquants.
508;Carotte;vegetable;direct;medium;medium;hardy;none;biennial;5;0;0;0;3,4,5,6;;7,8,9,10,11;;;;Sableux, sans cailloux.;Éclaircir les semis pour laisser de la place aux racines.
509;Laitue;vegetable;partial;easy;medium;hardy;none;annual;3;0;0;0;3,4,5,6,7,8;4,5,6,7,8;5,6,7,8,9,10;;;;Frais.;Attention aux limaces. Monte en graines s'il fait trop chaud.
510;Pomme de Terre;vegetable;direct;easy;medium;frostTender;low;annual;7;0;0;0;;3,4,5;7,8,9;;;;Léger et riche.;Butter les pieds (ramener de la terre) au fur et à mesure de la croissance.
511;Potiron;vegetable;direct;easy;medium;frostTender;none;annual;3;0;30;0;4,5;5;9,10,11;;6, 7, 8;;Très riche (tas de compost).;Coureuse. Se conserve tout l'hiver.
512;Courge Butternut;vegetable;direct;easy;medium;frostTender;none;annual;3;0;30;0;4,5;5;9,1;;6, 7, 8;;Riche.;Goût de noisette. Récolter quand le pédoncule est sec.
513;Melon;vegetable;direct;hard;medium;frostTender;none;annual;3;0;15;0;3,4;5;7,8,9;;6, 7;;Riche.;Taille complexe nécessaire pour avoir des fruits au nord de la Loire.
514;Poireau;vegetable;direct;medium;medium;veryHardy;none;biennial;5;0;30;0;2,3,4;5,6,7;10,11,12,1,2;;;;Riche.;Butter pour avoir plus de blanc. Couper le vert avant de repiquer.
515;Oignon;vegetable;direct;easy;low;hardy;low;biennial;5;0;0;0;2,3;3,4;7,8;;;;Léger, ne supporte pas l'humidité stagnante.;Coucher les tiges quand elles jaunissent pour faire grossir le bulbe.
516;Ail;vegetable;direct;easy;low;veryHardy;low;annual;5;0;0;0;;10,11,2,3;6,7;;;;Drainant.;Planter les caïeux la pointe vers le haut. Nouer les tiges avant récolte.
517;Échalote;vegetable;direct;easy;low;hardy;low;annual;5;0;0;0;;2,3,10,11;7,8;;;;Léger.;Ne pas arroser avant la récolte pour assurer la conservation.
518;Petit Pois;vegetable;partial;easy;medium;hardy;none;annual;5;0;0;0;2,3,4;;5,6,7;;;;Léger.;Prévoir des rames (tuteurs) pour qu'ils grimpent.
519;Épinard;vegetable;partial;medium;medium;hardy;none;annual;5;0;0;0;3,4,8,9;;4,5,10,11;;;;Riche en azote.;Monte en graines s'il fait chaud ou sec. Préférer les semis d'automne.
520;Mâche;vegetable;partial;easy;medium;veryHardy;none;annual;2;0;0;0;8,9,10;;11,12,1,2;;;;Ferme (tasser le sol avant semis).;La salade d'hiver par excellence.
521;Blette;vegetable;partial;easy;medium;hardy;none;biennial;5;0;0;0;4,5;5;7,8,9,10,11;;;;Riche.;Couper les côtes extérieures, le cœur repousse. Se mange comme des épinards.
522;Betterave;vegetable;direct;easy;medium;hardy;none;biennial;5;0;0;0;4,5,6;;7,8,9,10;;;;Léger.;Se mange crue ou cuite.
523;Chou-Fleur;vegetable;direct;hard;medium;hardy;none;annual;5;0;30;0;3,4,5;5,6;9,10,11;;;;Riche et ferme.;Couvrir la pomme blanche avec les feuilles pour qu'elle ne jaunisse pas au soleil.
524;Brocoli;vegetable;partial;medium;medium;hardy;none;annual;5;0;30;0;3,4,5;5,6;8,9,10;;;;Riche.;Après la récolte de la tête principale, des petits bouquets repoussent sur les côtés.
525;Chou Cabus;vegetable;direct;medium;medium;veryHardy;none;biennial;5;0;15;0;2,3,4;4,5;9,10,11,12;;;;Lourd et riche.;Attention aux chenilles (piéride du chou).
526;Chou Kale;vegetable;direct;easy;medium;veryHardy;none;biennial;5;0;15;0;4,5;6;11,12,1,2;;;;Riche.;Meilleur après les premières gelées.
527;Chou de Bruxelles;vegetable;direct;hard;medium;veryHardy;none;biennial;5;0;15;0;3,4;5,6;11,12,1,2;;;;Ferme.;Récolter les petites pommes du bas vers le haut tout l'hiver.
528;Navet;vegetable;partial;easy;medium;hardy;none;biennial;5;0;0;0;3,4,7,8;;5,6,10,11;;;;Frais.;Récolter jeune pour qu'il soit tendre.
529;Céleri-Rave;vegetable;direct;medium;high;semiHardy;none;biennial;5;0;15;0;2,3,4;5,6;10,11;;;;Riche.;Couper les feuilles basses et les radicelles latérales pour avoir une belle boule.
530;Fenouil;vegetable;direct;medium;medium;semiHardy;none;perennial;5;0;0;0;4,5,6;;8,9,10;;;;Léger.;Butter la base pour blanchir le bulbe. Goût anisé.
531;Maïs Doux;vegetable;direct;easy;medium;frostTender;none;annual;7;0;30;0;4,5;5;8,9;;;;Riche.;Planter en bloc (carré) plutôt qu'en ligne pour une bonne pollinisation par le vent.
532;Asperge;vegetable;direct;hard;medium;veryHardy;low;perennial;5;0;30;0;;3,4;4,5,6;;11, 12;;Sableux.;Culture longue : on plante les griffes et on ne récolte que la 3ème année.
533;Fève;vegetable;direct;easy;medium;hardy;none;annual;5;0;0;0;10,11,2,3;;5,6;;5;;Lourd.;Pincer la tête après le 6ème étage de fleurs pour éviter les pucerons noirs.
534;Topinambour;vegetable;direct;easy;low;veryHardy;none;perennial;0;0;0;0;;3,4;11,12,1,2;;;;Pauvre.;Très envahissant (ne jamais laisser un bout de tubercule en terre). Goût d'artichaut.
535;Panais;vegetable;direct;easy;medium;veryHardy;low;biennial;5;0;0;0;3,4,5;;10,11,12,1;;;;Profond.;Racine blanche sucrée. Meilleur après le gel.
536;Cornichon;vegetable;direct;medium;high;frostTender;none;annual;3;0;15;0;4,5;5;7,8,9;;6, 7, 8;;Riche.;Récolter tous les jours, sinon ils grossissent trop.
537;Oseille;vegetable;partial;easy;medium;veryHardy;low;perennial;5;0;0;0;3,4;4,5;5,6,7,8,9;;5, 8;;Acide.;Couper les fleurs pour favoriser les feuilles. Goût acide citronné.
538;Ciboule;vegetable;direct;easy;medium;veryHardy;low;perennial;5;0;0;0;3,4;3,4;5,6,7,8,9,10;;5, 8;;Ordinaire.;Plus grosse que la ciboulette, ne forme pas de bulbe. Indispensable en cuisine asiatique.
539;Estragon;vegetable;direct;medium;low;hardy;none;perennial;2;0;0;0;;4,5;6,7,8,9;;4, 9;;Léger.;Disparaît en hiver. Goût anisé, essentiel pour la sauce béarnaise.
540;Aneth;vegetable;direct;easy;medium;frostTender;none;annual;5;0;0;0;4,5,6;;6,7,8,9;;;;Léger.;Compagnon idéal du poisson et des concombres. Se ressème seul.
541;Cerfeuil;vegetable;partial;easy;medium;hardy;none;annual;5;0;0;0;3,4,9;;4,5,10,11;;;;Frais.;Goût délicat. Préfère la fraîcheur du printemps ou de l'automne.
542;Chicorée Frisée;vegetable;partial;easy;medium;semiHardy;none;annual;5;0;0;0;5,6,7;6,7,8;9,10,11;;;;Ordinaire.;Blanchir le cœur en posant une cloche opaque 10 jours avant récolte pour enlever l'amertume.
543;Endive;vegetable;low;hard;medium;hardy;none;biennial;5;0;0;0;5,6;10,11;12,1,2,3;;;;Profond.;Culture en deux temps : faire grossir la racine au jardin, puis forcer la racine dans le noir et l'humidité (cave) pour obtenir l'endive.
544;Patate Douce;vegetable;direct;medium;medium;frostTender;none;annual;5;0;15;0;2,3;5,6;9,1;;;;Léger et chaud.;Plante coureuse (c'est une Ipomée). Les feuilles se mangent aussi comme des épinards.
545;Pâtisson;vegetable;direct;easy;medium;frostTender;none;annual;3;0;30;0;4,5;5;7,8,9;;6, 7, 8;;Riche.;Forme de soucoupe volante. Goût fin d'artichaut. Se mange jeune.
546;Tétragone;vegetable;direct;easy;medium;frostTender;none;annual;3;0;0;0;4,5;5;6,7,8,9,10;;;;Riche.;Remplace l'épinard en été car ne monte pas en graines avec la chaleur.
547;Roquette;vegetable;partial;easy;medium;hardy;none;annual;3;0;0;0;3,4,5,6,7,8,9;;5,6,7,8,9,10,11;;;;Ordinaire.;Goût poivré. Pousse très vite. Attention aux altises (petits trous dans les feuilles).
548;Fraisier des Bois;vegetable;partial;easy;medium;veryHardy;none;perennial;5;0;0;0;;3,4,9,10;5,6,7;;7, 8;;Humifère (sous-bois).;Couvre-sol d'ombre. Fruits minuscules mais au parfum incomparable. Se ressème seul.
549;Fraisier (En Pot);vegetable;direct;medium;medium;veryHardy;none;perennial;7;2;15;24;;3,4,8,9;6,7,8,9;;7, 8;;Terreau enrichi.;En pot, le substrat sèche vite : arrosage quasi quotidien en été. Couper les stolons qui épuisent le pied.
550;Fraisier (Pleine Terre);vegetable;direct;easy;medium;veryHardy;none;perennial;3;0;90;0;;3,4,8,9;5,6;;7, 8;;Riche et paillé.;Pailler le sol (paille ou film) pour éviter que les fruits ne touchent la terre et pourrissent.
551;Tomate Cerise (En Pot);vegetable;direct;medium;medium;frostTender;low;annual;7;0;15;0;3,4;5;7,8,9,10;;5, 6, 7, 8;;Terreau potager riche.;Choisir des variétés buissonnantes qui ne se taillent pas. Attention au manque d'eau qui fait fendre les fruits.
552;Tomate Cerise (Pleine Terre);vegetable;direct;easy;medium;frostTender;low;annual;2;0;30;0;3,4;5;7,8,9,10;;5, 6, 7, 8;;Riche.;Peut devenir géante (2m). Ne pas tailler les gourmands, elle produira plus de fruits mais plus petits.
553;Radis (EnPot);vegetable;partial;easy;medium;hardy;none;annual;5;0;0;0;3,4,5,6,9;;4,5,6,7,10;;;;Terreau fin.;Idéal pour débuter. Prêt en 3 à 4 semaines. Arroser souvent pour qu'ils ne piquent pas.
554;Salade (En Pot);vegetable;partial;easy;medium;hardy;none;annual;5;0;15;0;3,4,5,6,7,8;;4,5,6,7,8,9;;;;Terreau universel.;Ne pas arracher la racine : couper les feuilles aux ciseaux, elles repoussent 2 à 3 fois.
555;Verveine Citronnelle;vegetable;direct;medium;medium;frostTender;none;perennial;5;1;30;24;;5;6,7,8,9;;3, 4;;Drainant.;Arbuste gélif à rentrer l'hiver. Feuilles au parfum de citron intense pour tisanes.
556;Citronnelle de Madagascar;vegetable;direct;medium;high;frostTender;none;perennial;10;2;15;24;;5;6,7,8,9;;;;Riche.;Graminée tropicale. On consomme la base blanche des tiges (cuisine thaï). Gélive.
557;Mélisse;vegetable;partial;easy;medium;veryHardy;none;perennial;5;0;0;0;3,4;3,4,9;5,6,7,8,9;;5, 8;;Frais.;Aussi envahissante que la menthe. Goût citronné, calmante en infusion.
558;Origan;vegetable;direct;easy;low;veryHardy;none;perennial;2;0;0;0;3,4;3,4;6,7,8,9;;4, 9;;Sec et calcaire.;L'herbe à pizza. Plus il fait sec et chaud, plus il a de goût.
559;Sarriette Vivace;vegetable;direct;easy;low;veryHardy;none;perennial;2;0;0;0;4,5;3,4;5,6,7,8,9;;4, 9;;Pauvre et caillouteux.;Petit sous-arbrisseau persistant. Indispensable pour digérer les haricots.
560;Laurier Sauce (En Pot);vegetable;partial;medium;medium;semiHardy;none;perennial;5;2;30;24;;3,4;1,2,3,4,5,6,7,8,9,10,11,12;;3, 9;;Ordinaire.;Supporte très bien la taille en boule. Protéger le pot du gel intense.
561;Rutabaga;vegetable;partial;easy;medium;veryHardy;none;biennial;5;0;0;0;5,6;7;10,11,12;;;;Frais.;Légume racine oublié. Goût de noisette, se conserve en terre l'hiver.
562;Crosne du Japon;vegetable;direct;easy;medium;veryHardy;none;perennial;5;0;0;0;;3,4;11,12,1,2;;;;Léger.;Petits tubercules blancs en forme de chenille. Goût fin d'artichaut.
563;Oca du Pérou;vegetable;partial;medium;medium;frostTender;none;annual;5;0;0;0;;4,5;11,12;;;;Léger.;Tubercules colorés (rose, rouge, jaune). Attendre que le feuillage gèle pour récolter.
564;Salsifis;vegetable;direct;medium;medium;veryHardy;none;biennial;5;0;0;0;3,4,5;;10,11,12,1,2;;;;Profond et sans cailloux.;La vraie racine blanche (différente de la scorsonère noire). Goût sucré.
565;Pourpier Doré;vegetable;direct;easy;low;frostTender;none;annual;2;0;0;0;5,6,7,8;;6,7,8,9;;;;Léger.;Salade d'été aux feuilles grasses et croquantes. Riche en Omega-3.
566;Cresson Alénois;vegetable;partial;easy;high;hardy;none;annual;10;5;0;0;1,2,3,4,5,6,7,8,9,10,11,12;;1,2,3,4,5,6,7,8,9,10,11,12;;;;Humide (ou coton).;Pousse en 10 jours, même en intérieur sur du coton humide. Goût piquant.
567;Pissenlit;vegetable;direct;easy;medium;veryHardy;none;perennial;0;0;0;0;3,4,5;;3,4,11;;;;Ordinaire.;Variétés cultivées améliorées pour la salade. Blanchir les feuilles pour moins d'amertume.
568;Cardon;vegetable;direct;medium;medium;semiHardy;none;perennial;10;0;15;0;4,5;5;10,11;;11;;Riche.;Cousin de l'artichaut, on mange les côtes. Doit être blanchi (emballé dans du carton) avant récolte.
569;Lentille;vegetable;partial;medium;medium;hardy;none;annual;2;0;0;0;3,4;;7,8;;;;Pauvre et léger.;Enrichit le sol en azote. Récolter quand les gousses jaunissent.
570;Coqueret du Pérou;vegetable;direct;medium;medium;frostTender;none;annual;5;0;15;0;3,4;5;9,10,11;;6, 7, 8;;Riche.;Le fruit comestible (baie jaune sucrée), différent de l'Amour en cage décoratif.
571;Framboisier (Pot / Nain);vegetable;partial;easy;medium;veryHardy;none;perennial;10;0;30;24;;11,3;6,8,9;;2, 6, 11;;Riche.;Variétés compactes sans épines pour terrasses. Ne pas laisser sécher le pot.
572;Canneberge;vegetable;partial;hard;high;veryHardy;none;perennial;15;5;0;0;;3,4;9,1;;3, 4;;Tourbe pure (très acide) et gorgé d'eau.;Couvre-sol. Demande un sol constamment humide et acide.
573;Baie de Goji;vegetable;direct;easy;low;veryHardy;none;perennial;5;0;0;0;;3,4,10;8,9,10;;12, 1, 2;;Calcaire et sec.;Arbuste désordonné. Consommer les baies bien mûres (rouges) et séchées.
574;Consoude;outdoor;partial;easy;medium;veryHardy;low;perennial;5;0;0;0;3,4;3,4,10;5,6,7,8;;6,7;;Riche et humide.;Plante engrais : ses feuilles riches en potasse font un purin excellent pour les tomates.
575;Tanaisie;outdoor;direct;easy;low;veryHardy;low;perennial;2;0;0;0;3,4;3,4;7,8,9;;3,4,9;;Ordinaire.;Odeur forte qui repousse les insectes nuisibles (mouches, fourmis) au potager.
576;Lin Bleu;outdoor;direct;easy;low;veryHardy;none;perennial;0;0;0;0;3,4,5;;;;6,7;;Sec.;Fleurs d'un bleu céleste qui ne durent qu'un jour. Idéal en prairie fleurie.
577;Oignon Rocambole;vegetable;direct;easy;medium;veryHardy;low;perennial;5;0;0;0;;3,4,10;7,8,9;;;;Léger.;Curieux : les bulbilles poussent au sommet des tiges (en l'air) !
578;Poireau Perpétuel;vegetable;direct;easy;medium;veryHardy;none;perennial;0;0;0;0;;8,9;10,11,12,1,2,3,4,5;;5, 8;;Ordinaire.;Plus petit que le poireau classique, on le coupe au ras du sol et il repousse.
579;Chou Daubenton;vegetable;partial;easy;medium;veryHardy;none;perennial;5;0;15;0;;3,4,9;1,2,3,4,5,6,7,8,9,10,11,12;;5, 8;;Riche.;Ne fait pas de pomme. On récolte les feuilles au fur et à mesure pendant 3-4 ans.
580;Raifort;vegetable;partial;easy;medium;veryHardy;low;perennial;5;0;0;0;;3,4;9,10,11,12;;;;Profond.;Racine au goût piquant (wasabi). Très envahissant, à isoler dans un coin.
581;Capucine Tubéreuse;vegetable;partial;medium;medium;frostTender;none;annual;10;0;0;0;;4,5;11;;;;Léger.;Grimpante produisant des tubercules au goût poivré anisé. Récolter après les gelées.
